"Sample","Year","Month","Location","Sex","GSI","fLocation","fSex"
"1088",1088,2,9,1,1,1.2184,"1","M"
"1089",1089,2,4,4,1,1.216,"4","M"
"1090",1090,2,4,4,1,1.2039,"4","M"
"1091",1091,2,10,1,1,1.2014,"1","M"
"1092",1092,2,4,1,1,1.1938,"1","M"
"1093",1093,2,2,1,1,1.1826,"1","M"
"1094",1094,2,2,3,1,1.1799,"3","M"
"1095",1095,2,4,4,1,1.1797,"4","M"
"1096",1096,2,6,1,1,1.1776,"1","M"
"1097",1097,2,3,2,1,1.1711,"2","M"
"1098",1098,2,9,1,1,1.1705,"1","M"
"1099",1099,2,6,3,1,1.1677,"3","M"
"1100",1100,2,6,3,1,1.1673,"3","M"
"1101",1101,2,4,2,1,1.1665,"2","M"
"1102",1102,2,6,3,1,1.1631,"3","M"
"1103",1103,2,10,1,1,1.1624,"1","M"
"1104",1104,2,11,1,1,1.155,"1","M"
"1105",1105,2,4,4,1,1.1547,"4","M"
"1106",1106,2,11,1,1,1.1529,"1","M"
"1107",1107,2,7,3,1,1.1433,"3","M"
"1108",1108,2,4,2,1,1.1393,"2","M"
"1109",1109,2,3,3,1,1.1351,"3","M"
"1110",1110,2,7,3,1,1.1335,"3","M"
"1111",1111,2,11,1,1,1.1237,"1","M"
"1112",1112,2,4,3,1,1.1199,"3","M"
"1113",1113,2,11,1,1,1.1186,"1","M"
"1114",1114,2,12,3,1,1.1177,"3","M"
"1116",1116,2,3,2,1,1.1111,"2","M"
"1117",1117,2,3,2,1,1.1053,"2","M"
"1118",1118,2,7,3,1,1.1043,"3","M"
"1119",1119,2,4,4,1,1.103,"4","M"
"1120",1120,2,9,1,1,1.0943,"1","M"
"1121",1121,2,4,2,1,1.0943,"2","M"
"1122",1122,2,10,1,1,1.0929,"1","M"
"1123",1123,2,6,1,1,1.0818,"1","M"
"1124",1124,2,11,1,1,1.0801,"1","M"
"1125",1125,2,5,3,1,1.0789,"3","M"
"1126",1126,2,2,1,1,1.0759,"1","M"
"1127",1127,2,4,4,1,1.0759,"4","M"
"1128",1128,2,4,1,1,1.0696,"1","M"
"1129",1129,2,3,3,1,1.064,"3","M"
"1130",1130,2,10,1,1,1.0596,"1","M"
"1131",1131,2,4,3,1,1.0578,"3","M"
"1133",1133,2,12,3,1,1.0487,"3","M"
"1134",1134,2,4,4,1,1.0471,"4","M"
"1135",1135,2,3,2,1,1.0435,"2","M"
"1136",1136,2,6,3,1,1.0383,"3","M"
"1137",1137,2,4,1,1,1.0367,"1","M"
"1139",1139,2,4,1,1,1.0289,"1","M"
"1140",1140,2,6,3,1,1.0276,"3","M"
"1141",1141,2,11,1,1,1.0243,"1","M"
"1142",1142,2,5,1,1,1.0235,"1","M"
"1143",1143,2,11,1,1,1.0145,"1","M"
"1144",1144,2,9,1,1,1.013,"1","M"
"1145",1145,2,4,4,1,1.011,"4","M"
"1146",1146,2,11,1,1,1.0107,"1","M"
"1148",1148,2,10,1,1,0.9991,"1","M"
"1149",1149,2,6,1,1,0.9986,"1","M"
"1150",1150,2,12,3,1,0.9977,"3","M"
"1152",1152,2,3,3,1,0.9918,"3","M"
"1154",1154,2,9,1,1,0.9908,"1","M"
"1155",1155,2,4,2,1,0.9846,"2","M"
"1156",1156,2,4,2,1,0.9758,"2","M"
"1157",1157,2,2,1,1,0.962,"1","M"
"1158",1158,2,10,1,1,0.9583,"1","M"
"1159",1159,2,4,4,1,0.9526,"4","M"
"1160",1160,2,4,3,1,0.9499,"3","M"
"1161",1161,2,4,2,1,0.9294,"2","M"
"1162",1162,2,5,3,1,0.9201,"3","M"
"1163",1163,2,1,3,1,0.9166,"3","M"
"1164",1164,2,3,2,1,0.9153,"2","M"
"1165",1165,2,4,4,1,0.8961,"4","M"
"1167",1167,2,6,1,1,0.8584,"1","M"
"1168",1168,2,3,3,1,0.841,"3","M"
"1170",1170,2,3,2,1,0.8204,"2","M"
"1171",1171,2,3,2,1,0.8064,"2","M"
"1172",1172,2,11,1,1,0.7983,"1","M"
"1173",1173,2,9,1,1,0.7933,"1","M"
"1174",1174,2,3,3,1,0.7722,"3","M"
"1175",1175,2,4,4,1,0.7632,"4","M"
"1176",1176,2,9,1,1,0.7569,"1","M"
"1177",1177,2,11,1,1,0.7479,"1","M"
"1178",1178,2,8,3,1,0.745,"3","M"
"1180",1180,2,3,3,1,0.7414,"3","M"
"1181",1181,2,9,1,1,0.7256,"1","M"
"1182",1182,2,3,2,1,0.7246,"2","M"
"1183",1183,2,6,1,1,0.7237,"1","M"
"1185",1185,2,11,1,1,0.7031,"1","M"
"1186",1186,2,11,1,1,0.7012,"1","M"
"1187",1187,2,3,2,1,0.6856,"2","M"
"1188",1188,2,1,3,1,0.6775,"3","M"
"1189",1189,2,3,3,1,0.6741,"3","M"
"1191",1191,2,4,3,1,0.6469,"3","M"
"1193",1193,2,4,2,1,0.6319,"2","M"
"1194",1194,2,4,2,1,0.6051,"2","M"
"1196",1196,2,1,3,1,0.59,"3","M"
"1197",1197,2,2,1,1,0.5779,"1","M"
"1200",1200,2,3,2,1,0.5571,"2","M"
"1201",1201,2,4,1,1,0.5507,"1","M"
"1202",1202,2,11,1,1,0.5198,"1","M"
"1203",1203,2,11,1,1,0.4952,"1","M"
"1204",1204,2,4,2,1,0.4789,"2","M"
"1205",1205,2,1,3,1,0.4755,"3","M"
"1206",1206,2,11,1,1,0.4654,"1","M"
"1207",1207,2,2,1,1,0.4619,"1","M"
"1208",1208,2,2,1,1,0.4525,"1","M"
"1210",1210,2,4,3,1,0.444,"3","M"
"1211",1211,2,4,1,1,0.4333,"1","M"
"1213",1213,2,3,2,1,0.4323,"2","M"
"1214",1214,2,3,3,1,0.4299,"3","M"
"1215",1215,2,4,1,1,0.4282,"1","M"
"1216",1216,2,1,3,1,0.4234,"3","M"
"1218",1218,2,2,1,1,0.4056,"1","M"
"1219",1219,2,11,1,1,0.3999,"1","M"
"1221",1221,2,12,1,1,0.397,"1","M"
"1222",1222,2,4,1,1,0.3957,"1","M"
"1223",1223,2,1,3,1,0.3948,"3","M"
"1224",1224,2,4,3,1,0.3879,"3","M"
"1225",1225,2,4,2,1,0.3872,"2","M"
"1226",1226,2,4,2,1,0.3858,"2","M"
"1227",1227,2,4,2,1,0.3855,"2","M"
"1234",1234,2,3,2,1,0.3584,"2","M"
"1238",1238,2,2,1,1,0.3307,"1","M"
"1240",1240,2,12,1,1,0.3079,"1","M"
"1241",1241,2,4,1,1,0.3067,"1","M"
"1247",1247,2,3,3,1,0.2883,"3","M"
"1248",1248,2,4,2,1,0.2853,"2","M"
"1250",1250,2,4,1,1,0.2807,"1","M"
"1260",1260,2,2,1,1,0.2484,"1","M"
"1262",1262,2,11,1,1,0.2464,"1","M"
"1268",1268,2,3,2,1,0.2327,"2","M"
"1270",1270,2,1,1,1,0.2306,"1","M"
"1271",1271,2,2,1,1,0.2304,"1","M"
"1274",1274,2,2,1,1,0.2231,"1","M"
"1278",1278,2,2,1,1,0.2163,"1","M"
"1281",1281,2,4,3,1,0.2153,"3","M"
"1284",1284,2,4,3,1,0.2124,"3","M"
"1286",1286,2,1,1,1,0.2089,"1","M"
"1292",1292,2,2,1,1,0.2002,"1","M"
"1293",1293,2,2,1,1,0.2,"1","M"
"1295",1295,2,1,1,1,0.1975,"1","M"
"1296",1296,2,3,2,1,0.1968,"2","M"
"1297",1297,2,1,1,1,0.1967,"1","M"
"1298",1298,2,4,1,1,0.1955,"1","M"
"1300",1300,2,4,3,1,0.1915,"3","M"
"1301",1301,2,4,2,1,0.1912,"2","M"
"1302",1302,2,1,1,1,0.1906,"1","M"
"1307",1307,2,3,2,1,0.1865,"2","M"
"1308",1308,2,3,2,1,0.1853,"2","M"
"1311",1311,2,10,1,1,0.1813,"1","M"
"1313",1313,2,4,3,1,0.1809,"3","M"
"1317",1317,2,3,2,1,0.1775,"2","M"
"1319",1319,2,12,1,1,0.175,"1","M"
"1321",1321,2,4,2,1,0.1723,"2","M"
"1323",1323,2,12,1,1,0.1717,"1","M"
"1325",1325,2,3,2,1,0.1695,"2","M"
"1330",1330,2,2,1,1,0.1633,"1","M"
"1334",1334,2,2,1,1,0.1607,"1","M"
"1335",1335,2,1,1,1,0.1602,"1","M"
"1337",1337,2,4,2,1,0.1564,"2","M"
"1339",1339,2,12,1,1,0.1562,"1","M"
"1342",1342,2,1,1,1,0.1522,"1","M"
"1343",1343,2,3,2,1,0.1511,"2","M"
"1348",1348,2,3,2,1,0.1481,"2","M"
"1349",1349,2,1,3,1,0.1439,"3","M"
"1350",1350,2,3,2,1,0.1406,"2","M"
"1353",1353,2,4,2,1,0.1393,"2","M"
"1354",1354,2,1,1,1,0.1392,"1","M"
"1356",1356,2,1,1,1,0.1374,"1","M"
"1357",1357,2,12,1,1,0.1367,"1","M"
"1360",1360,2,3,2,1,0.1359,"2","M"
"1364",1364,2,4,3,1,0.1341,"3","M"
"1365",1365,2,12,1,1,0.129,"1","M"
"1366",1366,2,1,1,1,0.1282,"1","M"
"1368",1368,2,1,1,1,0.1258,"1","M"
"1369",1369,2,1,1,1,0.1255,"1","M"
"1370",1370,2,3,2,1,0.1251,"2","M"
"1371",1371,2,12,1,1,0.1244,"1","M"
"1372",1372,2,1,1,1,0.124,"1","M"
"1374",1374,2,2,1,1,0.12,"1","M"
"1376",1376,2,1,1,1,0.1197,"1","M"
"1378",1378,2,12,1,1,0.1179,"1","M"
"1380",1380,2,1,1,1,0.1176,"1","M"
"1383",1383,2,2,1,1,0.1138,"1","M"
"1389",1389,2,2,1,1,0.1097,"1","M"
"1390",1390,2,12,1,1,0.108,"1","M"
"1392",1392,2,1,1,1,0.1075,"1","M"
"1393",1393,2,1,1,1,0.1073,"1","M"
"1397",1397,2,1,1,1,0.1038,"1","M"
"1400",1400,2,3,2,1,0.1032,"2","M"
"1401",1401,2,1,1,1,0.1028,"1","M"
"1407",1407,2,2,1,1,0.1009,"1","M"
"1413",1413,2,7,3,1,0.0987,"3","M"
"1414",1414,2,12,1,1,0.097,"1","M"
"1417",1417,2,1,1,1,0.0962,"1","M"
"1419",1419,2,4,2,1,0.095,"2","M"
"1420",1420,2,2,1,1,0.0948,"1","M"
"1422",1422,2,2,1,1,0.0943,"1","M"
"1424",1424,2,3,2,1,0.0934,"2","M"
"1427",1427,2,12,1,1,0.0914,"1","M"
"1430",1430,2,12,1,1,0.089,"1","M"
"1431",1431,2,1,1,1,0.089,"1","M"
"1432",1432,2,3,2,1,0.0884,"2","M"
"1433",1433,2,12,1,1,0.0881,"1","M"
"1435",1435,2,3,3,1,0.0879,"3","M"
"1436",1436,2,2,1,1,0.0874,"1","M"
"1437",1437,2,12,1,1,0.0859,"1","M"
"1438",1438,2,1,1,1,0.0855,"1","M"
"1439",1439,2,1,1,1,0.0833,"1","M"
"1440",1440,2,1,1,1,0.0812,"1","M"
"1441",1441,2,12,1,1,0.081,"1","M"
"1442",1442,2,10,1,1,0.0807,"1","M"
"1443",1443,2,12,1,1,0.0807,"1","M"
"1449",1449,2,2,1,1,0.0777,"1","M"
"1450",1450,2,12,1,1,0.0759,"1","M"
"1451",1451,2,2,1,1,0.073,"1","M"
"1452",1452,2,2,1,1,0.0711,"1","M"
"1453",1453,2,1,1,1,0.0707,"1","M"
"1456",1456,2,12,1,1,0.0688,"1","M"
"1461",1461,2,12,1,1,0.0639,"1","M"
"1470",1470,2,11,1,1,0.0583,"1","M"
"1475",1475,2,12,1,1,0.0546,"1","M"
"1477",1477,2,2,1,1,0.054,"1","M"
"1478",1478,2,2,1,1,0.0519,"1","M"
"1479",1479,2,1,1,1,0.0511,"1","M"
"1481",1481,2,12,1,1,0.0497,"1","M"
"1485",1485,2,12,1,1,0.0456,"1","M"
"1486",1486,2,10,1,1,0.0451,"1","M"
"1487",1487,2,1,1,1,0.0427,"1","M"
"1490",1490,2,2,1,1,0.0422,"1","M"
"1491",1491,2,12,1,1,0.0409,"1","M"
"1497",1497,2,2,1,1,0.0356,"1","M"
"1499",1499,2,11,1,1,0.0327,"1","M"
"1502",1502,2,1,1,1,0.0311,"1","M"
"1505",1505,2,1,1,1,0.0279,"1","M"
"1506",1506,2,2,1,1,0.0275,"1","M"
"1507",1507,2,1,1,1,0.0273,"1","M"
"1508",1508,2,12,1,1,0.0271,"1","M"
"1510",1510,2,2,1,1,0.023,"1","M"
"1514",1514,2,2,1,1,0.0198,"1","M"
"1515",1515,2,1,1,1,0.0188,"1","M"
"1517",1517,2,4,3,1,0.0157,"3","M"
"1518",1518,2,11,1,1,0.0156,"1","M"
"1519",1519,2,8,1,1,0.0072,"1","M"
"1671",1671,3,4,1,1,4.5461,"1","M"
"1676",1676,3,10,1,1,4.3298,"1","M"
"1679",1679,3,7,1,1,4.0077,"1","M"
"1683",1683,3,7,1,1,3.8539,"1","M"
"1685",1685,3,7,1,1,3.6782,"1","M"
"1686",1686,3,8,1,1,3.5841,"1","M"
"1687",1687,3,6,1,1,3.5432,"1","M"
"1691",1691,3,6,1,1,3.3677,"1","M"
"1692",1692,3,10,1,1,3.3474,"1","M"
"1693",1693,3,7,1,1,3.3018,"1","M"
"1694",1694,3,7,1,1,3.2127,"1","M"
"1695",1695,3,6,1,1,3.2008,"1","M"
"1696",1696,3,11,1,1,3.1724,"1","M"
"1697",1697,3,6,1,1,3.1514,"1","M"
"1698",1698,3,7,1,1,3.1343,"1","M"
"1699",1699,3,7,1,1,3.1056,"1","M"
"1700",1700,3,6,1,1,3.0962,"1","M"
"1701",1701,3,7,1,1,3.0758,"1","M"
"1702",1702,3,6,1,1,3.0692,"1","M"
"1704",1704,3,7,1,1,3.0409,"1","M"
"1705",1705,3,5,1,1,2.9466,"1","M"
"1706",1706,3,7,1,1,2.9211,"1","M"
"1707",1707,3,6,1,1,2.9071,"1","M"
"1708",1708,3,8,1,1,2.9065,"1","M"
"1709",1709,3,8,1,1,2.902,"1","M"
"1711",1711,3,10,1,1,2.8672,"1","M"
"1713",1713,3,7,3,1,2.8344,"3","M"
"1715",1715,3,4,1,1,2.8229,"1","M"
"1716",1716,3,7,1,1,2.7935,"1","M"
"1717",1717,3,7,1,1,2.787,"1","M"
"1718",1718,3,5,1,1,2.7839,"1","M"
"1719",1719,3,5,1,1,2.7711,"1","M"
"1720",1720,3,7,1,1,2.7686,"1","M"
"1721",1721,3,10,1,1,2.7548,"1","M"
"1722",1722,3,4,1,1,2.7387,"1","M"
"1723",1723,3,7,3,1,2.7273,"3","M"
"1725",1725,3,7,1,1,2.7076,"1","M"
"1726",1726,3,10,3,1,2.7019,"3","M"
"1727",1727,3,6,1,1,2.6984,"1","M"
"1728",1728,3,8,1,1,2.6953,"1","M"
"1729",1729,3,9,1,1,2.6621,"1","M"
"1730",1730,3,4,1,1,2.6569,"1","M"
"1731",1731,3,6,1,1,2.6483,"1","M"
"1732",1732,3,6,1,1,2.6345,"1","M"
"1733",1733,3,6,1,1,2.6009,"1","M"
"1734",1734,3,6,1,1,2.5895,"1","M"
"1735",1735,3,7,1,1,2.5777,"1","M"
"1736",1736,3,7,1,1,2.5763,"1","M"
"1737",1737,3,5,1,1,2.5321,"1","M"
"1738",1738,3,10,1,1,2.4984,"1","M"
"1739",1739,3,6,1,1,2.4976,"1","M"
"1740",1740,3,6,1,1,2.4955,"1","M"
"1741",1741,3,4,1,1,2.4953,"1","M"
"1742",1742,3,5,1,1,2.4917,"1","M"
"1743",1743,3,4,1,1,2.4906,"1","M"
"1744",1744,3,7,1,1,2.478,"1","M"
"1745",1745,3,6,1,1,2.4763,"1","M"
"1746",1746,3,6,1,1,2.4601,"1","M"
"1747",1747,3,4,1,1,2.4528,"1","M"
"1748",1748,3,6,1,1,2.4522,"1","M"
"1749",1749,3,9,1,1,2.4475,"1","M"
"1750",1750,3,4,1,1,2.4073,"1","M"
"1752",1752,3,4,1,1,2.3846,"1","M"
"1753",1753,3,9,1,1,2.3827,"1","M"
"1754",1754,3,6,1,1,2.3782,"1","M"
"1755",1755,3,11,1,1,2.3742,"1","M"
"1756",1756,3,4,1,1,2.3645,"1","M"
"1757",1757,3,4,1,1,2.3625,"1","M"
"1758",1758,3,5,1,1,2.3624,"1","M"
"1759",1759,3,5,1,1,2.3578,"1","M"
"1761",1761,3,6,1,1,2.3242,"1","M"
"1762",1762,3,5,1,1,2.3231,"1","M"
"1763",1763,3,4,1,1,2.3218,"1","M"
"1764",1764,3,1,1,1,2.311,"1","M"
"1765",1765,3,6,1,1,2.3086,"1","M"
"1766",1766,3,10,1,1,2.3085,"1","M"
"1767",1767,3,7,1,1,2.3047,"1","M"
"1768",1768,3,4,1,1,2.2917,"1","M"
"1769",1769,3,4,1,1,2.2888,"1","M"
"1771",1771,3,2,1,1,2.2751,"1","M"
"1772",1772,3,9,1,1,2.2742,"1","M"
"1773",1773,3,7,1,1,2.2736,"1","M"
"1774",1774,3,6,1,1,2.2594,"1","M"
"1775",1775,3,7,1,1,2.2491,"1","M"
"1776",1776,3,9,1,1,2.238,"1","M"
"1777",1777,3,8,1,1,2.2111,"1","M"
"1778",1778,3,6,1,1,2.1912,"1","M"
"1779",1779,3,6,1,1,2.1726,"1","M"
"1780",1780,3,7,1,1,2.169,"1","M"
"1781",1781,3,7,1,1,2.1686,"1","M"
"1782",1782,3,8,1,1,2.1526,"1","M"
"1783",1783,3,4,1,1,2.1248,"1","M"
"1784",1784,3,6,1,1,2.1041,"1","M"
"1785",1785,3,5,1,1,2.0947,"1","M"
"1786",1786,3,5,1,1,2.0845,"1","M"
"1787",1787,3,10,1,1,2.0833,"1","M"
"1788",1788,3,6,1,1,2.08,"1","M"
"1789",1789,3,5,1,1,2.0667,"1","M"
"1790",1790,3,8,1,1,2.0643,"1","M"
"1791",1791,3,6,1,1,2.0612,"1","M"
"1792",1792,3,5,1,1,2.0554,"1","M"
"1794",1794,3,10,1,1,2.0401,"1","M"
"1796",1796,3,9,1,1,2.0305,"1","M"
"1798",1798,3,9,1,1,1.9926,"1","M"
"1799",1799,3,6,1,1,1.9837,"1","M"
"1800",1800,3,3,1,1,1.9816,"1","M"
"1801",1801,3,9,1,1,1.9756,"1","M"
"1802",1802,3,9,1,1,1.9244,"1","M"
"1803",1803,3,9,1,1,1.916,"1","M"
"1805",1805,3,9,1,1,1.9085,"1","M"
"1806",1806,3,9,1,1,1.9068,"1","M"
"1808",1808,3,9,1,1,1.9007,"1","M"
"1809",1809,3,4,1,1,1.8888,"1","M"
"1810",1810,3,5,1,1,1.8596,"1","M"
"1811",1811,3,5,1,1,1.8502,"1","M"
"1812",1812,3,8,1,1,1.8322,"1","M"
"1813",1813,3,6,1,1,1.8243,"1","M"
"1814",1814,3,4,1,1,1.8182,"1","M"
"1815",1815,3,9,1,1,1.8095,"1","M"
"1816",1816,3,5,1,1,1.8072,"1","M"
"1817",1817,3,7,1,1,1.8044,"1","M"
"1818",1818,3,5,1,1,1.7994,"1","M"
"1819",1819,3,5,1,1,1.7952,"1","M"
"1820",1820,3,9,1,1,1.7925,"1","M"
"1822",1822,3,9,1,1,1.7585,"1","M"
"1823",1823,3,9,3,1,1.7311,"3","M"
"1825",1825,3,11,1,1,1.7191,"1","M"
"1826",1826,3,5,1,1,1.7188,"1","M"
"1828",1828,3,9,1,1,1.6951,"1","M"
"1829",1829,3,10,1,1,1.6734,"1","M"
"1830",1830,3,4,1,1,1.6631,"1","M"
"1831",1831,3,11,1,1,1.6514,"1","M"
"1832",1832,3,8,1,1,1.645,"1","M"
"1833",1833,3,9,1,1,1.6377,"1","M"
"1834",1834,3,5,1,1,1.6106,"1","M"
"1835",1835,3,9,1,1,1.5946,"1","M"
"1836",1836,3,3,1,1,1.5662,"1","M"
"1837",1837,3,2,1,1,1.5612,"1","M"
"1838",1838,3,6,1,1,1.5555,"1","M"
"1839",1839,3,11,1,1,1.545,"1","M"
"1841",1841,3,11,1,1,1.5331,"1","M"
"1842",1842,3,3,1,1,1.5242,"1","M"
"1843",1843,3,8,1,1,1.519,"1","M"
"1844",1844,3,5,1,1,1.5174,"1","M"
"1845",1845,3,3,1,1,1.506,"1","M"
"1846",1846,3,9,3,1,1.5055,"3","M"
"1847",1847,3,11,1,1,1.5054,"1","M"
"1848",1848,3,8,1,1,1.4969,"1","M"
"1849",1849,3,8,1,1,1.476,"1","M"
"1850",1850,3,5,1,1,1.4748,"1","M"
"1852",1852,3,4,1,1,1.4721,"1","M"
"1853",1853,3,12,1,1,1.4637,"1","M"
"1854",1854,3,11,1,1,1.4465,"1","M"
"1855",1855,3,9,3,1,1.4455,"3","M"
"1856",1856,3,1,3,1,1.4385,"3","M"
"1857",1857,3,7,3,1,1.4383,"3","M"
"1858",1858,3,9,3,1,1.4375,"3","M"
"1859",1859,3,9,1,1,1.4367,"1","M"
"1860",1860,3,9,1,1,1.4204,"1","M"
"1861",1861,3,9,1,1,1.4124,"1","M"
"1862",1862,3,5,1,1,1.4107,"1","M"
"1863",1863,3,3,1,1,1.407,"1","M"
"1864",1864,3,5,1,1,1.3994,"1","M"
"1865",1865,3,8,1,1,1.3938,"1","M"
"1866",1866,3,11,1,1,1.3854,"1","M"
"1867",1867,3,8,1,1,1.3794,"1","M"
"1868",1868,3,11,1,1,1.3684,"1","M"
"1869",1869,3,11,1,1,1.3625,"1","M"
"1870",1870,3,9,1,1,1.357,"1","M"
"1871",1871,3,6,1,1,1.3457,"1","M"
"1872",1872,3,11,1,1,1.3228,"1","M"
"1873",1873,3,3,1,1,1.3191,"1","M"
"1874",1874,3,5,1,1,1.3018,"1","M"
"1876",1876,3,4,1,1,1.2695,"1","M"
"1877",1877,3,8,1,1,1.2689,"1","M"
"1878",1878,3,9,1,1,1.2687,"1","M"
"1879",1879,3,1,2,1,1.2545,"2","M"
"1880",1880,3,9,1,1,1.2413,"1","M"
"1881",1881,3,7,3,1,1.2359,"3","M"
"1882",1882,3,3,1,1,1.2348,"1","M"
"1884",1884,3,5,1,1,1.1933,"1","M"
"1886",1886,3,3,1,1,1.1803,"1","M"
"1887",1887,3,8,1,1,1.1557,"1","M"
"1888",1888,3,7,3,1,1.1346,"3","M"
"1889",1889,3,11,1,1,1.1332,"1","M"
"1891",1891,3,3,1,1,1.1124,"1","M"
"1892",1892,3,3,1,1,1.1097,"1","M"
"1893",1893,3,5,1,1,1.1,"1","M"
"1894",1894,3,7,3,1,1.0995,"3","M"
"1895",1895,3,7,3,1,1.0958,"3","M"
"1896",1896,3,5,1,1,1.091,"1","M"
"1897",1897,3,3,1,1,1.0879,"1","M"
"1898",1898,3,10,1,1,1.0764,"1","M"
"1900",1900,3,7,1,1,1.0433,"1","M"
"1901",1901,3,4,1,1,1.0409,"1","M"
"1902",1902,3,3,1,1,1.0259,"1","M"
"1903",1903,3,3,1,1,1.0227,"1","M"
"1904",1904,3,9,1,1,1.0056,"1","M"
"1905",1905,3,9,1,1,1.0048,"1","M"
"1906",1906,3,11,1,1,1.0021,"1","M"
"1907",1907,3,11,1,1,1,"1","M"
"1908",1908,3,3,1,1,0.9969,"1","M"
"1910",1910,3,8,1,1,0.9792,"1","M"
"1912",1912,3,2,1,1,0.9745,"1","M"
"1913",1913,3,3,1,1,0.9741,"1","M"
"1915",1915,3,7,3,1,0.9387,"3","M"
"1917",1917,3,3,1,1,0.9287,"1","M"
"1919",1919,3,11,1,1,0.9184,"1","M"
"1921",1921,3,3,1,1,0.8971,"1","M"
"1923",1923,3,3,1,1,0.8571,"1","M"
"1925",1925,3,2,1,1,0.8534,"1","M"
"1926",1926,3,2,1,1,0.8441,"1","M"
"1927",1927,3,8,1,1,0.842,"1","M"
"1928",1928,3,7,1,1,0.8369,"1","M"
"1929",1929,3,9,3,1,0.8263,"3","M"
"1930",1930,3,9,1,1,0.8244,"1","M"
"1931",1931,3,11,1,1,0.8195,"1","M"
"1933",1933,3,3,1,1,0.7965,"1","M"
"1934",1934,3,4,1,1,0.7955,"1","M"
"1935",1935,3,3,1,1,0.7752,"1","M"
"1936",1936,3,4,1,1,0.7643,"1","M"
"1937",1937,3,11,1,1,0.7608,"1","M"
"1938",1938,3,4,1,1,0.751,"1","M"
"1939",1939,3,2,1,1,0.7396,"1","M"
"1941",1941,3,8,1,1,0.7136,"1","M"
"1943",1943,3,2,1,1,0.7083,"1","M"
"1946",1946,3,7,3,1,0.6008,"3","M"
"1947",1947,3,4,1,1,0.5955,"1","M"
"1949",1949,3,9,1,1,0.5633,"1","M"
"1951",1951,3,8,1,1,0.554,"1","M"
"1952",1952,3,5,1,1,0.5498,"1","M"
"1954",1954,3,7,1,1,0.5351,"1","M"
"1956",1956,3,2,1,1,0.5061,"1","M"
"1957",1957,3,7,1,1,0.502,"1","M"
"1958",1958,3,4,1,1,0.4844,"1","M"
"1959",1959,3,1,2,1,0.4828,"2","M"
"1961",1961,3,11,1,1,0.4717,"1","M"
"1962",1962,3,3,1,1,0.4716,"1","M"
"1967",1967,3,1,2,1,0.4537,"2","M"
"1968",1968,3,2,1,1,0.4526,"1","M"
"1973",1973,3,2,1,1,0.4446,"1","M"
"1974",1974,3,3,1,1,0.4367,"1","M"
"1975",1975,3,1,1,1,0.4354,"1","M"
"1978",1978,3,4,1,1,0.4311,"1","M"
"1980",1980,3,4,1,1,0.4154,"1","M"
"1981",1981,3,2,1,1,0.4107,"1","M"
"1984",1984,3,2,1,1,0.385,"1","M"
"1991",1991,3,4,1,1,0.36,"1","M"
"1992",1992,3,11,1,1,0.357,"1","M"
"1994",1994,3,3,1,1,0.3437,"1","M"
"1995",1995,3,4,1,1,0.3315,"1","M"
"2010",2010,3,11,1,1,0.3086,"1","M"
"2022",2022,3,1,1,1,0.2821,"1","M"
"2024",2024,3,1,1,1,0.2777,"1","M"
"2026",2026,3,1,1,1,0.2747,"1","M"
"2032",2032,3,1,1,1,0.2645,"1","M"
"2039",2039,3,1,3,1,0.2587,"3","M"
"2040",2040,3,7,1,1,0.2577,"1","M"
"2041",2041,3,1,1,1,0.2571,"1","M"
"2047",2047,3,9,1,1,0.238,"1","M"
"2053",2053,3,3,1,1,0.2344,"1","M"
"2055",2055,3,1,1,1,0.2313,"1","M"
"2058",2058,3,1,2,1,0.2274,"2","M"
"2060",2060,3,9,1,1,0.2253,"1","M"
"2063",2063,3,1,1,1,0.2223,"1","M"
"2066",2066,3,12,1,1,0.2193,"1","M"
"2067",2067,3,1,2,1,0.2189,"2","M"
"2068",2068,3,12,1,1,0.2148,"1","M"
"2069",2069,3,1,1,1,0.2141,"1","M"
"2071",2071,3,12,1,1,0.2097,"1","M"
"2072",2072,3,12,1,1,0.2095,"1","M"
"2073",2073,3,2,1,1,0.2076,"1","M"
"2074",2074,3,2,1,1,0.2067,"1","M"
"2076",2076,3,12,1,1,0.2054,"1","M"
"2077",2077,3,1,2,1,0.2044,"2","M"
"2079",2079,3,1,1,1,0.2031,"1","M"
"2082",2082,3,12,1,1,0.2013,"1","M"
"2084",2084,3,1,2,1,0.1986,"2","M"
"2085",2085,3,2,3,1,0.1985,"3","M"
"2086",2086,3,2,1,1,0.198,"1","M"
"2087",2087,3,1,2,1,0.1973,"2","M"
"2090",2090,3,1,1,1,0.1955,"1","M"
"2093",2093,3,3,1,1,0.1898,"1","M"
"2094",2094,3,2,1,1,0.1869,"1","M"
"2096",2096,3,1,2,1,0.1854,"2","M"
"2098",2098,3,1,1,1,0.182,"1","M"
"2101",2101,3,1,1,1,0.1786,"1","M"
"2102",2102,3,1,3,1,0.1735,"3","M"
"2105",2105,3,1,2,1,0.1698,"2","M"
"2108",2108,3,1,2,1,0.1663,"2","M"
"2109",2109,3,1,1,1,0.1622,"1","M"
"2111",2111,3,3,1,1,0.1608,"1","M"
"2113",2113,3,12,1,1,0.1605,"1","M"
"2118",2118,3,2,1,1,0.1599,"1","M"
"2120",2120,3,1,1,1,0.1586,"1","M"
